------
Au1Cu1, tetragonal, P4/mmm
-------
100   0   top-b   Pd   -1.1937166500000007
100   0   top-c   Pd   -1.2385469400000009
100   0   bridge-a   Pd   -1.5045215900000048
100   0   bridge-b   Pd   -0.5234654400000043
100   0   bridge-c   Pd   -1.1774119500000015
100   0   bridge-d   Pd   -1.581826610000002
100   0   bridge-e   Pd   -1.3767527099999999
112   0   top-a   Cd   -0.0944450700000008
112   0   top-b   Pd   -1.5441938099999977
112   0   top-c   Pd   -1.1146516199999983
112   0   bridge-a   Pd   -1.6306898599999986
112   0   bridge-b   Pd   -1.54172842
112   0   bridge-c   Pd   -1.5376248700000037
112   0   bridge-d   Pd   -1.045583289999998
112   0   bridge-e   Pd   -1.5408763600000004
112   0   bridge-f   Pd   -1.6072461300000018
112   0   bridge-g   Pd   -1.0953222200000017
------
Cd1Pt1, tetragonal, P4/mmm
-------
001   0   top-a   Cd   -0.036800250000000645
001   0   top-b   Cd   -0.03041146000000161
001   1   top-a   Pt   -1.2919903600000016
001   1   top-b   Pt   -1.2985448699999989
110   0   top-a   Cd   -0.0016801199999996186
110   0   top-b   Pt   -1.381605539999999
110   0   bridge-a   Pt   -1.3798370899999988
110   0   bridge-b   Pt   -0.6739895800000006
110   0   bridge-c   Pt   -0.33571753000000015
------
Cd6Pt2, tetragonal, I4/mmm
-------
001   0   top-a   Cd   -0.07744069999999859
001   1   top-a   Cd   -0.10607183000000298
001   1   top-b   Pt   -1.0861216300000027
100   0   top-a   Cd   -0.10223564000000174
100   0   top-b   Cd   -0.00507782000000212
100   0   top-c   Pt   -0.7644363400000014
100   0   bridge-a   Pt   -0.38255789000000284
100   0   bridge-b   Pt   -0.7761308200000041
100   0   bridge-c   Cd   -0.11297117000000334
100   0   bridge-d   Cd   -0.767324480000001
100   0   bridge-e   Cd   -0.06333539000000421
112   0   top-a   Cd   -0.11561807000000002
112   0   top-b   Cd   -0.12700594999999915
112   0   top-c   Pt   -0.8965673399999989
112   0   bridge-a   Cd   -0.10082932999999983
112   0   bridge-b   Cd   -0.11981663999999981
112   0   bridge-c   Cd   -0.12128017000000035
112   0   bridge-d   Cd   -0.07452632999999942
